buyer_name_normalized,n_notices,n_sirets,n_sirens,n_departments,n_buyer_keys,n_active_years,first_year,last_year,activity_level,example_sirets,example_sirens,example_departments,example_buyer_keys,is_generic_name,same_siren_different_sirets,different_sirens,department_consistent_mapping,department_conflicting_mapping,ambiguity_class
centre national des varietes,3,0,0,1,1,2,2015,2018,2-5,,,75,NAME:centre national des varietes,False,False,False,True,False,single_observed_identity
cget,3,0,0,1,1,1,2018,2018,2-5,,,75,NAME:cget,False,False,False,True,False,single_observed_identity
cias du blaisois,3,0,0,1,1,2,2015,2016,2-5,,,41,NAME:cias du blaisois,False,False,False,True,False,single_observed_identity
climabyss gdf suez energie services,3,0,0,1,1,1,2015,2015,2-5,,,974,NAME:climabyss gdf suez energie services,False,False,False,True,False,single_observed_identity
communaute de communes de montrevault,3,0,0,1,1,1,2015,2015,2-5,,,49,NAME:communaute de communes de montrevault,True,False,False,True,False,single_observed_identity
communaute lesneven cote des legendes clcl,3,0,0,1,1,1,2024,2024,2-5,,,29,NAME:communaute lesneven cote des legendes clcl,False,False,False,True,False,single_observed_identity
communautedecommunesentrebeauceetperch,3,0,0,1,1,2,2021,2023,2-5,,,28,NAME:communautedecommunesentrebeauceetperch,True,False,False,True,False,single_observed_identity
commune d ayron,3,0,0,1,1,2,2016,2019,2-5,,,86,NAME:commune d ayron,True,False,False,True,False,single_observed_identity
commune d ecuille 49,3,0,0,1,1,1,2024,2024,2-5,,,49,NAME:commune d ecuille 49,True,False,False,True,False,single_observed_identity
commune d illiers combray,3,0,0,1,1,2,2020,2021,2-5,,,28,NAME:commune d illiers combray,True,False,False,True,False,single_observed_identity
commune de batz sur mer,3,0,0,1,1,2,2016,2018,2-5,,,44,NAME:commune de batz sur mer,True,False,False,True,False,single_observed_identity
commune de bouvron,3,0,0,1,1,2,2024,2025,2-5,,,44,NAME:commune de bouvron,True,False,False,True,False,single_observed_identity
commune de campbon,3,0,0,1,1,1,2017,2017,2-5,,,44,NAME:commune de campbon,True,False,False,True,False,single_observed_identity
commune de divatte-sur-loire,3,0,0,1,1,1,2017,2017,2-5,,,44,NAME:commune de divatte-sur-loire,True,False,False,True,False,single_observed_identity
commune de dompierre sur yon,3,0,0,1,1,2,2016,2019,2-5,,,85,NAME:commune de dompierre sur yon,True,False,False,True,False,single_observed_identity
commune de etel,3,0,0,1,1,2,2019,2020,2-5,,,56,NAME:commune de etel,True,False,False,True,False,single_observed_identity
commune de falleron,3,0,0,1,1,2,2016,2017,2-5,,,85,NAME:commune de falleron,True,False,False,True,False,single_observed_identity
commune de l aiguillon-la-presqu ile,3,0,0,1,1,2,2024,2025,2-5,,,85,NAME:commune de l aiguillon-la-presqu ile,True,False,False,True,False,single_observed_identity
commune de la bazoche-gouet,3,0,0,1,1,1,2019,2019,2-5,,,28,NAME:commune de la bazoche-gouet,True,False,False,True,False,single_observed_identity
commune de le bailleul,3,0,0,1,1,2,2016,2017,2-5,,,72,NAME:commune de le bailleul,True,False,False,True,False,single_observed_identity
commune de les garennes sur loire,3,0,0,1,1,3,2017,2021,2-5,,,49,NAME:commune de les garennes sur loire,True,False,False,True,False,single_observed_identity
commune de louresse rochemenier,3,0,0,1,1,3,2017,2023,2-5,,,49,NAME:commune de louresse rochemenier,True,False,False,True,False,single_observed_identity
commune de melle,3,0,0,1,1,2,2017,2019,2-5,,,35,NAME:commune de melle,True,False,False,True,False,single_observed_identity
commune de pipriac,3,0,0,1,1,1,2019,2019,2-5,,,35,NAME:commune de pipriac,True,False,False,True,False,single_observed_identity
commune de ruille en champagne,3,0,0,1,1,1,2025,2025,2-5,,,72,NAME:commune de ruille en champagne,True,False,False,True,False,single_observed_identity
commune de saint aubin de locquenay,3,0,0,1,1,2,2025,2026,2-5,,,72,NAME:commune de saint aubin de locquenay,True,False,False,True,False,single_observed_identity
commune de saint florent le vieil,3,0,0,1,1,1,2015,2015,2-5,,,49,NAME:commune de saint florent le vieil,True,False,False,True,False,single_observed_identity
commune de saint fulgent,3,0,0,1,1,2,2022,2023,2-5,,,85,NAME:commune de saint fulgent,True,False,False,True,False,single_observed_identity
commune de saint gervais de la foret 41,3,0,0,1,1,1,2024,2024,2-5,,,41,NAME:commune de saint gervais de la foret 41,True,False,False,True,False,single_observed_identity
commune de saint reverend,3,0,0,1,1,2,2017,2018,2-5,,,85,NAME:commune de saint reverend,True,False,False,True,False,single_observed_identity
commune de saint-armel,3,0,0,1,1,2,2022,2023,2-5,,,56,NAME:commune de saint-armel,True,False,False,True,False,single_observed_identity
commune de saint-augustin,3,0,0,1,1,2,2016,2021,2-5,,,17,NAME:commune de saint-augustin,True,False,False,True,False,single_observed_identity
commune de sainte hermine,3,0,0,1,1,3,2015,2019,2-5,,,85,NAME:commune de sainte hermine,True,False,False,True,False,single_observed_identity
commune de savennieres,3,0,0,1,1,1,2019,2019,2-5,,,49,NAME:commune de savennieres,True,False,False,True,False,single_observed_identity
commune de solesmes,3,0,0,1,1,2,2016,2019,2-5,,,72,NAME:commune de solesmes,True,False,False,True,False,single_observed_identity
commune de trans sur erdre,3,0,0,1,1,2,2018,2019,2-5,,,44,NAME:commune de trans sur erdre,True,False,False,True,False,single_observed_identity
commune de tremblay les villages,3,0,0,1,1,2,2020,2021,2-5,,,28,NAME:commune de tremblay les villages,True,False,False,True,False,single_observed_identity
commune de vue,3,0,0,1,1,1,2015,2015,2-5,,,44,NAME:commune de vue,True,False,False,True,False,single_observed_identity
commune des brouzils,3,0,0,1,1,2,2015,2020,2-5,,,85,NAME:commune des brouzils,True,False,False,True,False,single_observed_identity
commune des essarts,3,0,0,1,1,2,2015,2023,2-5,,,85,NAME:commune des essarts,True,False,False,True,False,single_observed_identity
commune du fenouiller 85,3,0,0,1,1,3,2024,2026,2-5,,,85,NAME:commune du fenouiller 85,True,False,False,True,False,single_observed_identity
commune saint gildas de rhuys,3,0,0,1,1,1,2016,2016,2-5,,,56,NAME:commune saint gildas de rhuys,True,False,False,True,False,single_observed_identity
crc pays de la loire,3,0,0,1,1,1,2025,2025,2-5,,,85,NAME:crc pays de la loire,False,False,False,True,False,single_observed_identity
cte organ lille metropole capitale mon,3,0,0,1,1,2,2018,2019,2-5,,,59,NAME:cte organ lille metropole capitale mon,False,False,False,True,False,single_observed_identity
ctre national d enst a distance,3,0,0,1,1,2,2019,2020,2-5,,,85,NAME:ctre national d enst a distance,False,False,False,True,False,single_observed_identity
depafi,3,0,0,1,1,1,2023,2023,2-5,,,75,NAME:depafi,False,False,False,True,False,single_observed_identity
departement de maine-et-loire difaje service de la commande publique et des assurances hotel du departement - cs 94104 49941 angers cedex 9,3,0,0,1,1,2,2024,2025,2-5,,,49,NAME:departement de maine-et-loire difaje service de la commande publique et des assurances hotel du departement - cs 94104 49941 angers cedex 9,True,False,False,True,False,single_observed_identity
departement de maine-et-loire hotel du departement difaje-scpa cs94104 49941 angers cedex 9,3,0,0,1,1,2,2024,2025,2-5,,,49,NAME:departement de maine-et-loire hotel du departement difaje-scpa cs94104 49941 angers cedex 9,True,False,False,True,False,single_observed_identity
departement du finistere 32 boulevard dupleix 29196 quimper,3,0,0,1,1,1,2025,2025,2-5,,,29,NAME:departement du finistere 32 boulevard dupleix 29196 quimper,True,False,False,True,False,single_observed_identity
douarnenez communaute,3,0,0,1,1,2,2015,2016,2-5,,,29,NAME:douarnenez communaute,False,False,False,True,False,single_observed_identity
dreal centre,3,0,0,1,1,1,2019,2019,2-5,,,45,NAME:dreal centre,False,False,False,True,False,single_observed_identity
e p i s m arc-en-ciel du perche saosnois,3,0,0,1,1,2,2024,2026,2-5,,,72,NAME:e p i s m arc-en-ciel du perche saosnois,False,False,False,True,False,single_observed_identity
efs centre-pays de la loire,3,0,0,1,1,2,2025,2026,2-5,,,49,NAME:efs centre-pays de la loire,False,False,False,True,False,single_observed_identity
ehpad la reynerie,3,0,0,1,1,3,2015,2018,2-5,,,85,NAME:ehpad la reynerie,False,False,False,True,False,single_observed_identity
ehpad les tulipes,3,0,0,1,1,1,2023,2023,2-5,,,85,NAME:ehpad les tulipes,False,False,False,True,False,single_observed_identity
enr44,3,0,0,1,1,2,2025,2026,2-5,,,44,NAME:enr44,False,False,False,True,False,single_observed_identity
epa masse des douanes,3,0,0,1,1,1,2024,2024,2-5,,,44,NAME:epa masse des douanes,False,False,False,True,False,single_observed_identity
epf de la vendee 123 bd louis blanc 85000 la roche sur yon,3,0,0,1,1,3,2024,2026,2-5,,,85,NAME:epf de la vendee 123 bd louis blanc 85000 la roche sur yon,False,False,False,True,False,single_observed_identity
esid de bordeaux,3,0,0,1,1,1,2024,2024,2-5,,,85,NAME:esid de bordeaux,False,False,False,True,False,single_observed_identity
etablissement public de l etat,3,0,0,1,1,1,2025,2025,2-5,,,44,NAME:etablissement public de l etat,False,False,False,True,False,single_observed_identity
ets et sce d aide par le trav pub dep,3,0,0,1,1,2,2016,2017,2-5,,,44,NAME:ets et sce d aide par le trav pub dep,False,False,False,True,False,single_observed_identity
foyer-logement ehpad les mimosas,3,0,0,1,1,3,2016,2018,2-5,,,85,NAME:foyer-logement ehpad les mimosas,False,False,False,True,False,single_observed_identity
gcs giba,3,0,0,1,1,3,2020,2026,2-5,,,49,NAME:gcs giba,False,False,False,True,False,single_observed_identity
gcsms estuaire,3,0,0,1,1,2,2025,2026,2-5,,,44,NAME:gcsms estuaire,False,False,False,True,False,single_observed_identity
gpmnsn,3,0,0,1,1,2,2024,2025,2-5,,,44,NAME:gpmnsn,False,False,False,True,False,single_observed_identity
hopital local de noirmoutier,3,0,0,1,1,2,2016,2017,2-5,,,85,NAME:hopital local de noirmoutier,False,False,False,True,False,single_observed_identity
hopital local loire et sillon,3,0,0,1,1,3,2015,2017,2-5,,,44,NAME:hopital local loire et sillon,False,False,False,True,False,single_observed_identity
hopital local saint alexandre,3,0,0,1,1,1,2015,2015,2-5,,,85,NAME:hopital local saint alexandre,False,False,False,True,False,single_observed_identity
hopital saint nicolas,3,0,0,1,1,2,2015,2016,2-5,,,49,NAME:hopital saint nicolas,False,False,False,True,False,single_observed_identity
iibs,3,0,0,1,1,3,2015,2017,2-5,,,61,NAME:iibs,False,False,False,True,False,single_observed_identity
inrae,3,0,0,1,1,2,2022,2023,2-5,,,75,NAME:inrae,False,False,False,True,False,single_observed_identity
lannion-tregor communaute,3,0,0,1,1,1,2021,2021,2-5,,,22,NAME:lannion-tregor communaute,False,False,False,True,False,single_observed_identity
le voyage a nantes,3,0,0,1,1,1,2018,2018,2-5,,,44,NAME:le voyage a nantes,False,False,False,True,False,single_observed_identity
lorient agglomeration,3,0,0,1,1,3,2015,2019,2-5,,,56,NAME:lorient agglomeration,False,False,False,True,False,single_observed_identity
lorient habitat,3,0,0,1,1,2,2016,2017,2-5,,,56,NAME:lorient habitat,False,False,False,True,False,single_observed_identity
lycee general et technologique livet,3,0,0,1,1,1,2016,2016,2-5,,,44,NAME:lycee general et technologique livet,False,False,False,True,False,single_observed_identity
mairie de corcoue sur logne,3,0,0,1,1,1,2019,2019,2-5,,,44,NAME:mairie de corcoue sur logne,True,False,False,True,False,single_observed_identity
mairie de fay de bretagne,3,0,0,1,1,2,2015,2016,2-5,,,44,NAME:mairie de fay de bretagne,True,False,False,True,False,single_observed_identity
mairie de la bouexiere,3,0,0,1,1,3,2018,2020,2-5,,,35,NAME:mairie de la bouexiere,True,False,False,True,False,single_observed_identity
mairie de la chapelle heulin,3,0,0,1,1,1,2024,2024,2-5,,,44,NAME:mairie de la chapelle heulin,True,False,False,True,False,single_observed_identity
mairie de montaigu,3,0,0,1,1,1,2016,2016,2-5,,,85,NAME:mairie de montaigu,True,False,False,True,False,single_observed_identity
mairie de noyal-chatillon sur seiche,3,0,0,1,1,2,2017,2018,2-5,,,35,NAME:mairie de noyal-chatillon sur seiche,True,False,False,True,False,single_observed_identity
mairie de ruffec,3,0,0,1,1,3,2019,2024,2-5,,,16,NAME:mairie de ruffec,True,False,False,True,False,single_observed_identity
mairie les epesses,3,0,0,1,1,2,2015,2016,2-5,,,85,NAME:mairie les epesses,True,False,False,True,False,single_observed_identity
maison de retraite de montreuil-bellay,3,0,0,1,1,3,2016,2018,2-5,,,49,NAME:maison de retraite de montreuil-bellay,False,False,False,True,False,single_observed_identity
maison familiale de loire atlantique,3,0,0,1,1,2,2017,2018,2-5,,,44,NAME:maison familiale de loire atlantique,False,False,False,True,False,single_observed_identity
ministere de la justice disp de rennes,3,0,0,1,1,2,2015,2016,2-5,,,35,NAME:ministere de la justice disp de rennes,False,False,False,True,False,single_observed_identity
ministere de la justice sg dir-sg-go,3,0,0,1,1,2,2020,2022,2-5,,,44,NAME:ministere de la justice sg dir-sg-go,False,False,False,True,False,single_observed_identity
museum national d histoire naturelle,3,0,0,1,1,2,2020,2023,2-5,,,75,NAME:museum national d histoire naturelle,False,False,False,True,False,single_observed_identity
port autonome de papeete,3,0,0,1,1,1,2025,2025,2-5,,,13,NAME:port autonome de papeete,False,False,False,True,False,single_observed_identity
prefecture normandie,3,0,0,1,1,3,2018,2021,2-5,,,76,NAME:prefecture normandie,False,False,False,True,False,single_observed_identity
rectorat de la region academique pays de le loire,3,0,0,1,1,1,2025,2025,2-5,,,44,NAME:rectorat de la region academique pays de le loire,False,False,False,True,False,single_observed_identity
sdis 28,3,0,0,1,1,2,2025,2026,2-5,,,28,NAME:sdis 28,False,False,False,True,False,single_observed_identity
sembreizh 35,3,0,0,1,1,2,2017,2018,2-5,,,35,NAME:sembreizh 35,False,False,False,True,False,single_observed_identity
service public local,3,0,0,1,1,1,2024,2024,2-5,,,44,NAME:service public local,False,False,False,True,False,single_observed_identity
shema - au nom et pour le compte de roval,3,0,0,1,1,1,2025,2025,2-5,,,14,NAME:shema - au nom et pour le compte de roval,False,False,False,True,False,single_observed_identity
siaep brains souligne,3,0,0,1,1,2,2015,2019,2-5,,,72,NAME:siaep brains souligne,False,False,False,True,False,single_observed_identity
siaep de l aunay-la touche,3,0,0,1,1,3,2015,2021,2-5,,,72,NAME:siaep de l aunay-la touche,False,False,False,True,False,single_observed_identity
siaep de la region de bouloire,3,0,0,1,1,2,2016,2017,2-5,,,72,NAME:siaep de la region de bouloire,False,False,False,True,False,single_observed_identity
siaep de montfort le gesnois,3,0,0,1,1,2,2022,2023,2-5,,,72,NAME:siaep de montfort le gesnois,False,False,False,True,False,single_observed_identity
siaep de rochereau,3,0,0,1,1,1,2016,2016,2-5,,,85,NAME:siaep de rochereau,False,False,False,True,False,single_observed_identity
siaep du jalais,3,0,0,1,1,3,2015,2021,2-5,,,72,NAME:siaep du jalais,False,False,False,True,False,single_observed_identity
sieds,3,0,0,1,1,2,2019,2020,2-5,,,79,NAME:sieds,False,False,False,True,False,single_observed_identity
sivos du havre de vie,3,0,0,1,1,1,2016,2016,2-5,,,85,NAME:sivos du havre de vie,False,False,False,True,False,single_observed_identity
sm des communes riveraines de l huisne,3,0,0,1,1,2,2018,2019,2-5,,,72,NAME:sm des communes riveraines de l huisne,True,False,False,True,False,single_observed_identity
sm sage cailly aubette robec,3,0,0,1,1,1,2017,2017,2-5,,,76,NAME:sm sage cailly aubette robec,False,False,False,True,False,single_observed_identity
smbvt,3,0,0,1,1,1,2015,2015,2-5,,,56,NAME:smbvt,False,False,False,True,False,single_observed_identity
societe d economie mixte des transports en commun de l agglomeration mancelle,3,0,0,1,1,2,2025,2026,2-5,,,72,NAME:societe d economie mixte des transports en commun de l agglomeration mancelle,False,False,False,True,False,single_observed_identity
spl altec,3,0,0,1,1,1,2025,2025,2-5,,,49,NAME:spl altec,False,False,False,True,False,single_observed_identity
sydela energie 44,3,0,0,1,1,3,2019,2021,2-5,,,44,NAME:sydela energie 44,False,False,False,True,False,single_observed_identity
synd dptal d energies de la manche,3,0,0,1,1,1,2020,2020,2-5,,,50,NAME:synd dptal d energies de la manche,False,False,False,True,False,single_observed_identity
synd intercommunal vocation multiple l,3,0,0,1,1,2,2018,2019,2-5,,,72,NAME:synd intercommunal vocation multiple l,False,False,False,True,False,single_observed_identity
synd mixte renforcement eau potable su,3,0,0,1,1,2,2016,2017,2-5,,,53,NAME:synd mixte renforcement eau potable su,False,False,False,True,False,single_observed_identity
syndicat mixte aeroportuaire,3,0,0,1,1,2,2016,2017,2-5,,,44,NAME:syndicat mixte aeroportuaire,False,False,False,True,False,single_observed_identity
syndicat mixte du marais des olonnes,3,0,0,1,1,1,2016,2016,2-5,,,85,NAME:syndicat mixte du marais des olonnes,False,False,False,True,False,single_observed_identity
syndicat mixte port de peche,3,0,0,1,1,2,2016,2018,2-5,,,17,NAME:syndicat mixte port de peche,False,False,False,True,False,single_observed_identity
