notice_id,buyer_key,cpv_clean,text_duplicate_group_id,group_size,n_unique_buyers_in_group,n_unique_cpv_in_group,objet_snippet
21-17858,NAME:ccas de trelaze,85312110,31758,2,1,1,delegation de service public des activites de garde des enfants de moins de 4 an
20-143758,NAME:angers loire metropole,71631300,31759,2,1,1,vérifications périodiques règlementaires
21-18656,NAME:commune de sevremoine,71000000,31761,2,1,1,prestations intellectuelles : missions d'ingénierie d'études de conception et/ou
21-19596,SIRET:21610001600015,72400000,31762,2,1,1,fourniture d'accès internet isolés pour la ville et la communauté urbaine d'alen
21-22622,NAME:siri 49,64200000,31763,5,3,1,prestations de services de télécommunications pour le syndicat intercommunal de 
21-13822,NAME:la roche-sur-yon agglomeration,90480000,31764,2,1,1,exploitation d'une partie du service public d'assainissement collectif sur le te
21-23184,NAME:ville d angers,45210000,31766,2,1,1,"accord cadre de travaux, d'entretien de réparation ou d'amélioration dans les bâ"
21-23966,SIRET:22530001100015,30200000,24513,12,4,2,fourniture de matériels informatiques et prestations associées
21-24782,NAME:ch le mans,50000000,31768,2,1,1,maintenances des équipements des installations des fluides médicaux
21-25103,NAME:commune les sables d olonne,22110000,31769,2,1,1,"achat de livres non scolaires, de cd, de dvd et de jeux de société pour les médi"
21-26708,NAME:universite de nantes,50312310,31770,2,1,1,maintenance et évolutions de l'infrastructure wifi de l'université de nantes
21-26754,SIRET:23440003400026,30213100,31771,2,1,1,"fourniture, distribution et maintenance d'ordinateurs portables à destination de"
21-27051,SIRET:57615027000089,71300000,31772,2,1,1,accord-cadre de maîtrise d'oeuvre générale et prestations associées relatif au p
21-333,NAME:commune des herbiers,39830000,31773,2,1,1,marché de fourniture de produits d'entretien- accords-cadres mono-attributaires 
21-14714,NAME:universite de nantes,48000000,31777,2,1,1,acquisition d'une solution numérique dédiée à l'évaluation des risques professio
21-15122,NAME:ville d avrille,45454000,22277,3,1,1,travaux de rénovation thermique du centre culturel georges brassens et de la méd
21-15574,NAME:ville du mans,79421200,31780,2,1,1,"conception d'illustrations, de dispositifs multimédia et audiovisuels pour l'exp"
21-16358,NAME:cenovia cites,45212000,31781,2,1,1,marché de travaux pour la construction d'une extension au gymnase maroc au mans.
21-17568,NAME:angers loire metropole,,31087,2,1,1,échangeur de moulin marcillecréation de deux passerelles cycles au droit de l'ou
21-17908,NAME:semitan mandataire de nantes metropole,45422100,31473,2,2,1,"accord-cadre de travaux de pose, dépose et fourniture de quais provisoires en bo"
21-18431,NAME:acoss,45113000,31788,2,1,1,travaux de réaménagement du site acoss de nantes. lots 1 ' gros oeuvre'lot 4 ' m
21-19735,NAME:mairie de coueron,45261900,31789,2,1,1,la consultation a pour objet les travaux de réfection et d'isolation de la toitu
21-21454,NAME:ville du mans,34140000,31791,3,1,1,location de véhicules frigorifiques destinés au service production de repas - un
21-21715,NAME:le mans metropole - communaute urbaine,79419000,31792,2,1,1,"etude du marché de l'accession à la propriété et des publics concernés, et propo"
21-21824,NAME:cte de cnes du pays d ancenis,30100000,31406,3,1,1,achat de fournitures et de matériels pour l'équipement et la valorisation des do
21-22376,NAME:universite d angers,45000000,31793,2,1,1,la consultation concerne des travaux de remplacement des systèmes de sureté de l
21-22985,NAME:sivom du bocage cenomans,45111291,31796,2,1,1,aménagements et créations d'équipements pour les stades de football de saint-geo
21-23136,NAME:com d agglo reg nazairienne estuaire,71240000,31797,2,1,1,accord-cadre - mission de maîtrise d'oeuvre pour le désamiantage et/ou la décons
20-153497,SIRET:21490328800014,45112500,30239,2,1,1,aménagement de la rue molière
21-15176,SIRET:13001232100050,72268000,29142,3,1,1,dématérialisation des processus métiers
21-18654,NAME:universite de nantes,50000000,30689,2,1,1,"maintenance et supervision du centre de données de l'université de nantes, ainsi"
21-22604,SIRET:22850001300658,79980000,28784,4,2,1,services d'abonnement à des ressources documentaires juridiques principalement n
21-24017,SIRET:22850001300658,71221000,27991,3,1,1,concours restreint de maîtrise d'oeuvre pour la construction d'un collège à talm
21-25914,NAME:ca quimperle communaute,45232400,28971,2,1,1,"accord-cadre à bons de commande pour les travaux (réseaux neufs, réparation ou r"
21-23645,NAME:semitan,48952000,31800,2,1,1,accord-cadre de fourniture et installation d'équipements de sonorisation des sta
21-24874,NAME:le mans metropole - communaute urbaine,71631300,31803,2,1,1,mission de contrôle technique relative à la création d'une pépinière pour les no
21-25507,NAME:mauges communaute,45232410,31807,2,1,1,"mise en séparatif du réseau d'assainissement rues des mauges, de bretagne, des d"
21-17008,NAME:commune les sables d olonne,,27527,2,1,0,travaux de construction d'un restaurant scolaire communal - lots infructueux
21-19186,NAME:departement de la vendee,92312000,30024,2,1,1,conception et réalisation d'un spectacle diurne pour la saison au château de tif
21-22244,NAME:communaute de communes de grand lieu,45233140,30222,2,1,1,"accord-cadre à bons de commande de travaux neufs et d'entretien de voirie, d'ass"
21-17602,NAME:loire ocean metropole amenagement,,31814,4,1,0,etude de sûreté et de sécurité publique
21-19519,NAME:centre hospitalier de laval 53,,31816,2,1,0,travaux d'aménagement de l'aile c du cpa st joseph
21-21605,NAME:centre hospitalier de laval 53,,31818,2,1,0,réalisation des travaux de peinture et remplacement de sols dans les 2 cages d'e
21-21794,NAME:departement de la mayenne,,31819,2,1,0,diagnostic et propositions de mise en conformité et pistes d'optimisations des q
21-25399,NAME:universite d angers,79952000,29212,2,1,1,"afm 2021 conception, organisation et coordination du congrès francophone"" associ"
21-27021,NAME:mairie de coueron,44211100,31825,2,1,1,construction d'un bâtiment modulaire de 100 mètres carréspour le périscolaire du
21-14660,NAME:dir ouest,60182000,29584,2,1,1,location de petits matériels sur catalogue pour les besoins de la dir ouest
21-15340,SIRET:24720013200014,39300000,29081,3,1,2,equipement en matériels divers pour la setram
21-16038,NAME:ville de cholet,71631300,29649,2,1,1,vérifications périodiques réglementaires des bâtiments - 2021-2024
21-16100,NAME:ville de cholet,42600000,29345,2,1,1,fourniture de materiel de chantier et d'outillage (2020-2023)
21-17912,NAME:conseil departemental loire-atlantique,85300000,29952,2,1,1,k071so - fourniture et gestion de chèques accompagnement personnalisé pour le pa
21-18229,SIRET:21720181300011,44212320,28657,2,1,1,location de structures dans le cadre de faites lire / 25ème heure du livre - ann
21-18440,SIRET:24720013200014,79112000,28596,2,1,1,mandat de maîtrise d'ouvrage pour le projet d'aménagement du réseau cyclable str
21-19082,NAME:trelaze,39222000,23863,9,3,3,fourniture de denrées alimentaires et prestations d'assistance technique
21-19517,NAME:cte de cnes chateaubriant-derval,90500000,31233,2,1,1,gestion du bas de quai des déchèteries
21-19745,NAME:loire ocean developpement,71221000,29908,2,1,1,appel à candidatures - mission de maîtrise d'oeuvre pour la construction d'un im
21-19757,NAME:ccas de sable sur sarthe,09310000,29907,4,2,1,fourniture et acheminement d'electricite et prestations de services associes : t
21-19927,SIRET:22530001100015,79311000,30285,3,1,1,rd31 chailland ernée - etudes préalables à la déclaration d'utilité publique
21-20472,NAME:chu de nantes,33696500,28873,2,1,1,fourniture de réactifs next-generation sequencing (ngs) et prestations de bioinf
21-20512,NAME:saeml vendee energie,66518200,29735,2,1,1,assurance des activités de vendée energie et ses filiales
21-20667,NAME:communaute d agglomeration du niortais,30120000,30643,2,1,1,accord-cadre à bons de commande relatif à la modernisation du système d'impressi
21-21215,SIRET:18450301900012,79710000,29696,2,1,1,"prestations de gardiennage, de télésurveillance et de sûreté de l'agence de l'ea"
21-21607,NAME:ch le mans,48611000,29872,2,1,1,acquisition et maintenance de licences business objects
21-22490,NAME:cdc du pays de saint gilles cx de vie,98310000,30899,2,1,1,location et entretien de vêtements de travail et de linge suite à déclaration sa
21-22862,NAME:ville de la roche sur yon,39162110,29949,6,2,1,acquisition de fournitures et livres scolaires
21-24429,SIRET:22850001300658,72200000,31827,2,1,2,"souscription d'un contrat ea, prestations relatives à la fourniture, la maintena"
21-24522,SIRET:11000201100044,71631450,27375,2,1,1,inspections des ouvrages d'art de la dirouest
21-26286,NAME:communaute d agglomeration du niortais,50700000,30062,2,1,1,maintenance de diverses installations techniques des bâtiments et ouvrages de la
21-26973,SIRET:23440003400026,32543000,30593,2,1,1,fourniture et maintenance des autocommutateurs pour les lycées publics et les et
21-14654,NAME:mauges communaute,45232410,31829,2,1,1,mise en séparatif du réseau d'assainissement du bourg - dévoiement des eaux pluv
21-15619,NAME:centre hospitalier de laval 53,,31830,2,1,0,remplacement des pompes de circulation et de leur pupitre decommande en chauffer
21-16699,NAME:syndicat trivalis,55000000,31832,4,2,2,prestations de restauration pour les réunions et manifestations du syndicat triv
21-17138,NAME:universite de nantes,38432200,31201,3,1,1,acquisition d'un équipement analytique hplc-ms (hplc : chromatographie liquide h
21-17200,NAME:soc des trpt de l aggl nazairienne,60112000,31833,2,1,1,affrètement de lignes régulières péri-urbaines
21-18082,NAME:angers loire metropole,,31706,2,1,0,échangeur de moulin marcillecréation de deux passerelles cycles au droit de l'ou
21-19335,NAME:departement de la mayenne,45246200,31836,2,1,1,travaux de gestion sanitaire et restauration de la ripisylve côté halage de la r
21-14949,NAME:le mans metropole - communaute urbaine,,25384,3,1,0,acquisition et installation d'un système d'aération sur la lagune no1 de la stat
21-14629,NAME:inra angers nantes,77310000,29627,2,1,1,la présente consultation concerne l'entretien des espaces verts pour l'inrae pay
21-14944,NAME:le mans metropole - communaute urbaine,45232410,28986,2,1,1,travaux d'assainissement - réhabilitation de collecteurs visitables années 2021 
21-15515,NAME:ville du mans,45112720,28860,2,1,1,remplacement du terrain multisports rue etienne falconet quartier du vert galant
21-25991,NAME:comcom des vallees du haut-anjou,,30020,3,1,1,20cc030 hydrocurage et entretien des réseaux & ouvrages d'assainissement eu/ep
21-15458,NAME:nantes metropole,71241000,31849,2,1,1,"marché de prestations intellectuelles, réalisation de diagnostics de vulnérabili"
21-19827,NAME:syndicat trivalis,71241000,31854,2,1,1,etude de faisabilité relative à la recherche d'exutoires de cogénération à parti
21-21710,NAME:pole emploi pays de la loire,79520000,31856,2,1,1,marche public de prestations de reprographie campus ouest - le mans
21-18945,NAME:ville de beaucouze,45223220,31857,3,2,2,construction d'une halle de tennis
21-25016,SIRET:20007186800158,90911200,31860,2,1,1,prestations de nettoyage et d'entretien des locaux et de la vitrerie des bâtimen
21-25097,SIRET:27490003400019,71200000,31861,3,1,1,montreuil juigne : marché de maîtrise d'oeuvre en vue de la construction de 29 l
21-25281,SIRET:24440061000055,45212212,28591,9,1,1,travaux de construction d'un centre aquatique et d'un espace festif polyvalent s
21-25311,NAME:cdc du pays de saint gilles cx de vie,71241000,31862,2,1,1,"suivi et animation "" dispositifs d'aides a l'amelioration de l'habitat "" sur le "
21-25800,NAME:chu de nantes,63510000,31863,2,1,1,prestation d'agence de voyages pour les déplacements professionnels et des voyag
21-25822,SIRET:21440184600016,71210000,31864,2,1,1,"maîtrise d'oeuvre, assistance à maîtrise d'ouvrage et étude de confortement du p"
21-25951,SIRET:77560485300041,71630000,13330,5,1,1,obligations réglementaires
21-26803,SIRET:84521470900022,90900000,31454,2,1,1,accord-cadre à bons de commande pour la réalisation de prestations de nettoyage 
21-28233,NAME:chu de nantes,42716000,31865,2,1,1,location avec option d'achat d'une sécheuse à vapeur pour ligne grand plat et pr
21-29587,NAME:sdis 44,71200000,31867,2,2,1,concours restreint de maitrise d'oeuvre sur esquisse pour l'étude et la réalisat
21-29866,NAME:conseil departemental loire-atlantique,30122200,31868,2,1,1,acquisition et maintenance de modules de finition pour le centre dimpression nu
21-31298,NAME:srd,45000000,31869,2,1,1,travaux de construction de réseaux électriques hta - renouvellement départ hta c
21-32522,NAME:universite d angers,70000000,31466,4,1,1,vérifications règlementaires
21-33640,NAME:ctre hosp universitaire angers,33141700,31871,2,1,1,la fourniture d'ortheses pour les etablissements du ght49
21-33689,SIRET:20004047500010,77340000,31872,2,2,1,entretien de la végétation
21-37109,NAME:comcom estuaire et sillon,77312000,31875,2,1,1,"prestations de lutte par arrachage manuel et mécanique de la jussie, espèce végé"
21-37656,NAME:agence de l eau loire-bretagne,79419000,31876,3,1,1,evaluation des résultats des actions pour la qualité des eaux et des milieux aqu
21-38408,NAME:ca les sables d olonne agglomeration,90911200,31877,2,1,1,prestation de nettoyage des bâtiments et vitrerie de la communauté d'agglomérati
21-38639,SIRET:21720181300011,92130000,31878,2,1,1,délégation de service public pour l'exploitation du cinéma d'art et d'essai ' le
21-39709,NAME:ville d avrille,55521200,12442,4,1,1,"confection, fourniture et livraison de repas en liaison froide pour les écoles e"
21-40994,NAME:syndicat mixte centre nord atlantique,90500000,31883,2,1,1,exploitation du site de traitement des déchets ménagers des brieulles à treffieu
